GeneName	GeneID	WT_R	WT_L	MDX_R	MDX_L
Ube4a	ENSMUSG00000059890	9.46	9.705	9.474	11.479
Ptp4a3	ENSMUSG00000059895	22.915	26.875	24.292	19.664
Zfp930	ENSMUSG00000059897	18.31	14.39	53.933	35.548
Dsc3	ENSMUSG00000059898	1.34	0.0	0.206	0.117
Tmem40	ENSMUSG00000059900	0.105	4.97	1.259	2.025
Adamts14	ENSMUSG00000059901	0.36	1.475	6.79	7.909
4930453N24Rik	ENSMUSG00000059920	27.935	31.965	36.8	32.581
Grb2	ENSMUSG00000059923	30.21	29.435	28.824	42.551
9430015G10Rik	ENSMUSG00000059939	2.83	4.485	5.451	7.626
Hspa2	ENSMUSG00000059970	19.235	29.63	20.836	18.625
Ntm	ENSMUSG00000059974	4.525	13.495	2.531	4.242
Zfp74	ENSMUSG00000059975	3.43	2.39	2.95	2.458
Taok2	ENSMUSG00000059981	5.68	6.245	6.287	7.01
Nptx2	ENSMUSG00000059991	0.67	0.745	0.2	0.41
Fcrl1	ENSMUSG00000059994	0.775	0.855	0.336	0.639
Atxn7l3	ENSMUSG00000059995	1.11	1.375	1.558	2.458
Chpt1	ENSMUSG00000060002	83.735	70.32	43.869	42.684
Kif13b	ENSMUSG00000060012	2.405	1.65	1.202	1.279
Gm10073	ENSMUSG00000060019	3.56	3.36	6.713	7.086
H2afj	ENSMUSG00000060032	12.645	23.68	20.946	20.726
Rpl3	ENSMUSG00000060036	414.385	432.59	597.715	743.193
Dhps	ENSMUSG00000060038	11.265	21.765	27.133	41.119
Alox5ap	ENSMUSG00000060063	0.97	4.045	16.5	26.896
Psma3	ENSMUSG00000060073	790.51	847.52	1342.669	1208.447
Rp2	ENSMUSG00000060090	30.555	32.315	35.564	29.5
Amd-ps3	ENSMUSG00000060096	4.14	1.775	1.232	1.822
Prmt7	ENSMUSG00000060098	7.27	8.275	14.292	21.488
Gemin2	ENSMUSG00000060121	8.13	7.9	13.037	13.63
Tpt1	ENSMUSG00000060126	3440.82	3576.13	3594.755	3053.277
Atp8b4	ENSMUSG00000060131	0.0	0.21	0.673	1.026
Gm10076	ENSMUSG00000060143	187.06	373.48	570.875	589.37
Serpinb6a	ENSMUSG00000060147	137.27	210.35	207.409	225.667
BC002059	ENSMUSG00000060149	9.55	2.185	7.502	4.978
Pop5	ENSMUSG00000060152	44.26	38.14	59.91	60.323
Zdhhc8	ENSMUSG00000060166	2.265	2.665	1.662	2.165
Slc35e3	ENSMUSG00000060181	8.125	8.17	5.435	6.407
Cxcl11	ENSMUSG00000060183	2.935	1.435	0.566	0.5
Spink7	ENSMUSG00000060201	0.62	0.0	0.0	0.0
Zfp462	ENSMUSG00000060206	0.21	0.11	0.25	0.2
Arrb2	ENSMUSG00000060216	4.29	6.545	8.029	14.246
Casc4	ENSMUSG00000060227	11.17	9.665	8.412	11.512
Cend1	ENSMUSG00000060240	1.435	0.815	1.049	0.852
Alyref2	ENSMUSG00000060244	1.94	1.31	1.515	1.502
Pwwp2b	ENSMUSG00000060260	1.63	1.385	1.988	2.817
Gtf2i	ENSMUSG00000060261	14.595	11.245	9.111	11.658
Ap2a1	ENSMUSG00000060279	16.335	18.255	18.139	24.129
Ppih	ENSMUSG00000060288	15.89	18.98	44.948	60.067
2610008E11Rik	ENSMUSG00000060301	11.925	9.375	11.392	7.463
Mucl1	ENSMUSG00000060311	0.0	0.0	0.44	1.605
Zfp937	ENSMUSG00000060336	3.515	4.435	2.87	1.395
Hnrnpc	ENSMUSG00000060373	136.405	122.285	144.692	160.34
Bckdha	ENSMUSG00000060376	13.165	24.82	27.09	28.894
C030014I23Rik	ENSMUSG00000060380	0.975	0.61	0.503	0.5
Zfp128	ENSMUSG00000060397	0.47	1.195	1.425	1.089
Chst8	ENSMUSG00000060402	0.41	2.34	0.283	0.896
Rps16-ps2	ENSMUSG00000060419	42.65	64.135	96.034	107.905
Zfp868	ENSMUSG00000060427	21.455	17.51	25.308	17.959
Sntb1	ENSMUSG00000060429	11.595	8.97	10.992	15.105
Rps10-ps1	ENSMUSG00000060438	0.45	1.01	1.319	1.315
Trim5	ENSMUSG00000060441	1.275	0.76	0.886	0.569
Sycp2	ENSMUSG00000060445	0.73	0.23	0.037	0.04
Rnf14	ENSMUSG00000060450	50.105	40.89	39.108	41.748
Kng2	ENSMUSG00000060459	6.115	13.415	1.532	1.735
Gm10080	ENSMUSG00000060467	6.92	6.34	7.839	7.576
Adgrg3	ENSMUSG00000060470	2.63	1.09	1.402	1.355
Wtap	ENSMUSG00000060475	30.38	23.905	26.983	26.91
Irak2	ENSMUSG00000060477	7.1	7.085	8.551	8.159
Samd5	ENSMUSG00000060487	2.375	2.99	1.489	1.106
Zfp266	ENSMUSG00000060510	19.765	16.485	21.219	19.614
0610040J01Rik	ENSMUSG00000060512	0.655	1.68	0.962	0.703
Tor3a	ENSMUSG00000060519	10.34	13.585	19.044	23.726
Tmem219	ENSMUSG00000060538	24.07	30.9	26.187	28.032
Tnfrsf19	ENSMUSG00000060548	6.075	4.615	2.288	1.938
H2-Q7	ENSMUSG00000060550	16.55	18.285	26.91	28.625
Fam78b	ENSMUSG00000060568	2.125	5.245	1.462	2.481
Mfap2	ENSMUSG00000060572	13.625	31.975	75.125	45.238
Fhit	ENSMUSG00000060579	3.31	3.44	1.818	1.199
H2-Eb1	ENSMUSG00000060586	20.205	57.45	102.224	156.247
Ifitm2	ENSMUSG00000060591	447.505	485.65	565.973	523.376
Layn	ENSMUSG00000060594	2.885	4.795	9.481	11.082
Eno3	ENSMUSG00000060600	17.645	69.89	293.783	492.061
Nr1h2	ENSMUSG00000060601	23.285	37.57	29.883	35.568
Rpl35a	ENSMUSG00000060636	409.645	318.085	509.706	621.255
Hist1h4i	ENSMUSG00000060639	1.035	3.68	6.77	6.986
Gm7099	ENSMUSG00000060647	0.84	1.855	1.102	0.962
Marf1	ENSMUSG00000060657	1.055	0.77	0.709	0.679
Atp8b2	ENSMUSG00000060671	10.23	14.295	14.126	14.875
Pla2g16	ENSMUSG00000060675	18.095	25.02	15.961	13.74
Hist1h4c	ENSMUSG00000060678	1.175	2.14	2.757	1.815
Mrps9	ENSMUSG00000060679	7.7	13.895	18.651	25.161
Gm8894	ENSMUSG00000060680	0.725	0.65	1.002	1.006
Slc9a6	ENSMUSG00000060681	11.295	7.22	8.545	6.996
Cd302	ENSMUSG00000060703	123.205	103.035	145.907	96.976
Bloc1s4	ENSMUSG00000060708	13.625	13.345	14.153	13.953
Plekhh1	ENSMUSG00000060716	0.045	0.615	0.539	0.689
Gm12571	ENSMUSG00000060727	3.2	0.63	5.784	5.581
Ipmk	ENSMUSG00000060733	8.51	8.39	9.584	13.32
Rxfp3	ENSMUSG00000060735	0.31	1.195	0.137	0.763
Nsa2	ENSMUSG00000060739	17.01	13.465	16.021	19.937
H3f3a	ENSMUSG00000060743	623.32	817.625	868.757	855.95
Tsga10	ENSMUSG00000060771	5.875	5.565	2.717	3.307
Gm10087	ENSMUSG00000060777	0.0	0.615	0.0	0.0
Gmfg	ENSMUSG00000060791	6.065	4.1	7.796	11.372
Gm13363	ENSMUSG00000060795	0.78	0.555	0.0	0.28
Intu	ENSMUSG00000060798	0.55	0.71	1.212	1.229
B2m	ENSMUSG00000060802	1315.38	1017.81	1486.745	1441.967
Gstp1	ENSMUSG00000060803	198.895	462.455	456.7	613.879
Ctnna3	ENSMUSG00000060843	8.49	2.97	2.244	1.345
Ube2s	ENSMUSG00000060860	71.95	87.005	85.028	112.957
Arl1	ENSMUSG00000060904	241.79	245.51	316.463	281.172
Trim55	ENSMUSG00000060913	0.12	0.395	9.121	16.314
Acyp2	ENSMUSG00000060923	7.325	8.745	3.733	4.079
Csmd1	ENSMUSG00000060924	2.385	3.08	0.739	0.756
Tmem263	ENSMUSG00000060935	15.25	12.83	19.148	16.2
Rpl26	ENSMUSG00000060938	522.51	461.185	660.336	797.938
Trmt61a	ENSMUSG00000060950	2.545	3.04	3.53	4.585
Slc4a4	ENSMUSG00000060961	2.745	1.07	1.066	0.706
Dmkn	ENSMUSG00000060962	0.055	1.975	5.874	1.502
Hist1h4h	ENSMUSG00000060981	4.36	7.21	3.4	3.913
Copz1	ENSMUSG00000060992	77.2	86.08	118.521	137.715
Mkx	ENSMUSG00000061013	5.775	7.65	7.413	4.695
Rrs1	ENSMUSG00000061024	18.075	18.34	18.192	21.692
Clasrp	ENSMUSG00000061028	6.12	6.21	5.784	7.04
Rrp1	ENSMUSG00000061032	55.665	73.975	89.351	119.723
Haghl	ENSMUSG00000061046	6.765	12.98	9.321	13.8
Gm10093	ENSMUSG00000061062	1.575	2.315	3.27	3.403
Mcpt4	ENSMUSG00000061068	9.045	8.705	5.118	6.9
Zfp143	ENSMUSG00000061079	5.49	7.935	8.788	10.186
Lsamp	ENSMUSG00000061080	2.26	1.335	1.309	0.41
Plac1	ENSMUSG00000061082	0.0	0.0	0.679	1.285
Myl4	ENSMUSG00000061086	2.66	16.04	71.122	92.048
Retnla	ENSMUSG00000061100	51.47	87.735	131.432	149.807
Sap18b	ENSMUSG00000061104	91.275	123.355	122.361	117.139
Fam195b	ENSMUSG00000061111	47.5	69.82	93.3	84.565
Dnajc30	ENSMUSG00000061118	7.735	9.3	9.071	9.557
Prcp	ENSMUSG00000061119	9.45	9.525	12.424	12.984
Ppm1b	ENSMUSG00000061130	32.29	34.335	34.236	38.272
Blnk	ENSMUSG00000061132	24.985	15.985	10.376	14.852
Prpf40a	ENSMUSG00000061136	97.42	84.655	100.716	101.921
Maml3	ENSMUSG00000061143	1.325	1.82	1.565	2.098
Rpl15-ps3	ENSMUSG00000061167	93.91	132.645	206.71	194.922
Slc38a11	ENSMUSG00000061171	47.18	28.665	14.416	14.049
Fnip2	ENSMUSG00000061175	1.415	2.17	2.085	2.501
Stk19	ENSMUSG00000061207	11.34	19.6	15.431	17.676
H2-K1	ENSMUSG00000061232	260.045	264.13	316.397	353.02
Gm9104	ENSMUSG00000061242	0.18	0.65	0.669	0.829
Exoc5	ENSMUSG00000061244	64.95	52.27	63.856	54.129
Gm14173	ENSMUSG00000061272	0.165	0.755	0.539	0.167
Mmgt1	ENSMUSG00000061273	20.435	27.02	20.806	23.067
Exosc5	ENSMUSG00000061286	8.42	14.445	16.693	20.589
Taok3	ENSMUSG00000061288	8.265	9.29	9.58	11.642
Slc38a10	ENSMUSG00000061306	23.865	36.015	40.19	43.909
Ddhd2	ENSMUSG00000061313	6.335	7.8	5.528	5.744
Naca	ENSMUSG00000061315	298.48	242.095	373.563	410.862
Dnaic1	ENSMUSG00000061322	0.125	2.5	0.546	0.756
Gm11361	ENSMUSG00000061330	7.55	8.505	14.852	18.688
Cxcl12	ENSMUSG00000061353	68.365	61.105	74.902	67.263
Phf5a	ENSMUSG00000061360	42.77	42.93	74.988	90.623
Zfp873	ENSMUSG00000061371	4.62	4.645	7.026	4.272
Fiz1	ENSMUSG00000061374	9.605	7.58	12.271	15.035
Acvr2b	ENSMUSG00000061393	3.205	2.56	1.798	1.555
Krt79	ENSMUSG00000061397	0.0	0.88	0.816	0.013
Zcchc14	ENSMUSG00000061410	2.985	3.79	2.135	3.203
Nol4l	ENSMUSG00000061411	1.545	1.55	1.129	1.036
Hipk2	ENSMUSG00000061436	4.775	5.54	5.338	8.432
Stx17	ENSMUSG00000061455	5.45	7.69	9.307	9.82
Nol10	ENSMUSG00000061458	13.695	12.015	10.839	14.492
Smim20	ENSMUSG00000061461	19.345	32.445	61.665	67.04
Obscn	ENSMUSG00000061462	0.01	0.17	0.253	0.486
Mrps36	ENSMUSG00000061474	38.3	39.63	49.457	50.856
Rps7	ENSMUSG00000061477	239.835	218.59	265.771	299.134
Snrpa	ENSMUSG00000061479	21.785	31.11	41.209	55.638
Hist1h4d	ENSMUSG00000061482	20.93	18.895	37.492	38.575
Cox5b	ENSMUSG00000061518	243.63	345.075	445.427	487.452
Krt5	ENSMUSG00000061527	0.025	0.505	1.931	0.353
Cep128	ENSMUSG00000061533	10.345	11.365	12.018	11.389
C1qtnf7	ENSMUSG00000061535	6.44	9.095	5.321	6.647
Sec22c	ENSMUSG00000061536	2.07	2.045	2.321	2.244
Orm2	ENSMUSG00000061540	0.0	0.44	0.0	0.03
Zfp229	ENSMUSG00000061544	1.765	1.72	1.855	1.755
Wdr61	ENSMUSG00000061559	49.94	53.91	68.455	74.146
Dot1l	ENSMUSG00000061589	4.11	4.655	2.831	3.903
Akap6	ENSMUSG00000061603	1.23	1.81	1.605	2.018
Mdc1	ENSMUSG00000061607	0.945	1.2	0.773	1.016
U2af1	ENSMUSG00000061613	87.955	86.095	91.205	114.692
Hist1h2ab	ENSMUSG00000061615	0.31	1.36	3.263	2.581
Vma21-ps	ENSMUSG00000061619	0.0	0.0	0.17	1.548
Med9	ENSMUSG00000061650	8.835	11.4	13.823	16.407
Cd2ap	ENSMUSG00000061665	8.73	7.64	5.558	6.22
Gdpd1	ENSMUSG00000061666	5.6	7.085	5.907	8.725
Rpl21-ps8	ENSMUSG00000061684	1.465	1.695	3.72	4.129
Dlgap4	ENSMUSG00000061689	21.89	38.125	45.531	61.392
Ppp1r1b	ENSMUSG00000061718	4.135	5.645	0.623	0.966
Tnnt3	ENSMUSG00000061723	56.025	1232.915	187.569	482.607
Gm2423	ENSMUSG00000061724	14.29	28.855	24.129	29.108
Ext1	ENSMUSG00000061731	16.92	17.805	26.32	22.414
Cyp2d22	ENSMUSG00000061740	25.15	24.685	27.406	21.059
Kalrn	ENSMUSG00000061751	1.855	3.495	1.339	2.141
Bod1l	ENSMUSG00000061755	14.955	12.57	9.464	8.825
Akr1b10	ENSMUSG00000061758	11.495	12.495	15.857	18.681
Armt1	ENSMUSG00000061759	4.59	5.34	7.999	8.711
Tac1	ENSMUSG00000061762	1.115	1.265	19.121	9.114
Mospd2	ENSMUSG00000061778	32.175	30.925	38.978	20.483
Cfd	ENSMUSG00000061780	1.13	2.125	11.858	14.402
Rps17	ENSMUSG00000061787	547.16	501.415	766.043	922.716
Myl1	ENSMUSG00000061816	108.44	1617.75	539.147	1010.628
Ces2c	ENSMUSG00000061825	0.42	0.31	0.077	0.483
Gm6311	ENSMUSG00000061833	0.17	0.775	0.839	1.479
Suclg2	ENSMUSG00000061838	29.99	19.995	25.861	35.774
Gm5805	ENSMUSG00000061848	1.665	3.83	4.146	4.832
Patj	ENSMUSG00000061859	1.555	2.465	8.285	12.741
BC048679	ENSMUSG00000061877	0.0	0.555	0.0	0.0
Sphk1	ENSMUSG00000061878	24.34	37.71	27.233	28.934
Ccdc62	ENSMUSG00000061882	1.505	1.4	1.662	2.248
Ssbp3	ENSMUSG00000061887	10.445	12.185	13.067	14.705
Gm14292	ENSMUSG00000061897	0.86	0.82	0.683	0.496
Rbak	ENSMUSG00000061898	3.02	3.765	3.114	4.069
Slc25a3	ENSMUSG00000061904	263.64	257.48	331.005	427.912
Ppp4r1	ENSMUSG00000061950	22.485	25.26	29.857	40.423
Wbscr16	ENSMUSG00000061979	7.175	6.065	9.61	11.928
Flot2	ENSMUSG00000061981	23.92	39.28	39.004	42.461
Rps12	ENSMUSG00000061983	249.135	172.635	266.41	359.62
Rpl34	ENSMUSG00000062006	285.005	328.385	467.172	540.416
Zfp13	ENSMUSG00000062012	0.8	1.225	1.425	1.562
Gmfb	ENSMUSG00000062014	56.995	62.13	41.135	44.336
Abca14	ENSMUSG00000062017	0.005	0.0	0.48	0.16
Pgghg	ENSMUSG00000062031	4.865	8.18	6.813	6.677
Gm10108	ENSMUSG00000062038	232.35	121.505	330.239	637.359
Zfp27	ENSMUSG00000062040	2.035	1.97	1.825	1.845
Iah1	ENSMUSG00000062054	43.55	30.71	35.072	35.048
Pgk1	ENSMUSG00000062070	86.99	100.055	40.093	62.231
Lmnb2	ENSMUSG00000062075	4.135	5.305	20.549	27.582
Trim54	ENSMUSG00000062077	0.695	10.52	1.572	5.298
Qk	ENSMUSG00000062078	129.145	106.185	84.449	93.656
Gm6055	ENSMUSG00000062081	6.16	26.325	26.49	22.701
Cd200r4	ENSMUSG00000062082	0.165	0.0	1.169	2.135
Btbd3	ENSMUSG00000062098	15.37	12.73	11.172	9.963
Zfp119b	ENSMUSG00000062101	5.0	5.02	6.67	6.244
Scfd2	ENSMUSG00000062110	5.895	7.09	7.349	8.688
Rai1	ENSMUSG00000062115	1.435	2.36	2.161	2.704
Zfp954	ENSMUSG00000062116	23.03	18.855	17.206	17.855
Cttnbp2nl	ENSMUSG00000062127	39.49	38.13	39.098	36.61
Cnih4	ENSMUSG00000062169	87.7	136.09	297.859	276.73
Tgif2	ENSMUSG00000062175	5.065	4.3	4.396	5.088
Hs6st2	ENSMUSG00000062184	17.655	13.495	15.494	15.171
Lancl2	ENSMUSG00000062190	7.745	9.515	8.595	10.846
2700097O09Rik	ENSMUSG00000062198	13.08	11.455	18.055	14.985
Btbd9	ENSMUSG00000062202	3.87	4.46	4.709	5.385
Gspt1	ENSMUSG00000062203	66.66	76.285	108.621	159.477
Tnfaip8	ENSMUSG00000062210	39.2	44.49	37.076	31.718
Rapgef2	ENSMUSG00000062232	7.14	6.135	5.355	6.677
Gak	ENSMUSG00000062234	14.62	18.155	17.159	21.175
Cks2	ENSMUSG00000062248	13.49	24.21	64.805	75.388
Opcml	ENSMUSG00000062257	1.585	1.105	1.116	0.753
Morf4l1	ENSMUSG00000062270	302.125	275.995	306.057	297.466
Nectin2	ENSMUSG00000062300	10.75	12.445	14.352	14.003
Rpp25	ENSMUSG00000062309	0.0	1.215	0.157	0.293
Erbb2	ENSMUSG00000062312	3.145	8.82	4.039	5.794
Rpl17	ENSMUSG00000062328	311.585	250.96	314.302	381.378
Cytl1	ENSMUSG00000062329	21.51	15.675	10.037	4.842
Serpinb2	ENSMUSG00000062345	0.085	1.535	3.15	3.437
Itgb1bp1	ENSMUSG00000062352	21.395	24.095	39.334	36.723
Gm15772	ENSMUSG00000062353	3.44	3.65	7.026	6.074
Tmem65	ENSMUSG00000062373	30.27	25.555	18.468	18.608
Borcs7	ENSMUSG00000062376	5.675	6.27	5.504	5.837
Tubb3	ENSMUSG00000062380	0.98	23.985	3.889	8.831
Ftl1-ps1	ENSMUSG00000062382	19.1	62.13	107.166	150.103
4932435O22Rik	ENSMUSG00000062391	1.265	0.27	0.206	0.34
Zfp706	ENSMUSG00000062397	63.74	52.505	59.883	66.583
Arf2	ENSMUSG00000062421	45.62	34.48	35.211	37.999
Ap3b2	ENSMUSG00000062444	4.43	5.305	1.881	2.511
Rpl9-ps6	ENSMUSG00000062456	16.555	36.715	44.515	43.666
Fbxl12os	ENSMUSG00000062470	1.875	1.885	1.558	1.009
Ifit3b	ENSMUSG00000062488	4.02	3.745	4.908	8.142
Nsl1	ENSMUSG00000062510	0.46	1.07	1.449	2.321
Fabp4	ENSMUSG00000062515	1063.89	964.29	1418.923	987.325
Zfp398	ENSMUSG00000062519	3.36	2.34	1.965	1.961
Mppe1	ENSMUSG00000062526	2.73	3.635	4.762	4.352
Syt9	ENSMUSG00000062542	4.335	1.685	1.622	0.423
Gm12751	ENSMUSG00000062554	1.68	1.39	1.898	1.628
Cys1	ENSMUSG00000062563	8.445	4.675	7.166	3.803
Timm17a	ENSMUSG00000062580	86.42	112.095	133.893	173.55
Rpl30-ps8	ENSMUSG00000062582	0.27	0.595	0.47	1.545
Gm6104	ENSMUSG00000062588	1.055	1.575	2.378	3.936
Armc9	ENSMUSG00000062590	5.11	5.46	5.092	5.112
Tubb4a	ENSMUSG00000062591	12.575	12.015	6.274	7.229
Lilrb4a	ENSMUSG00000062593	2.295	12.535	59.108	103.223
Vmn1r178	ENSMUSG00000062598	0.925	0.0	0.02	0.0
Srpk2	ENSMUSG00000062604	71.52	89.89	58.432	49.74
Kcnj15	ENSMUSG00000062609	1.14	0.22	0.809	0.713
Rps3a2	ENSMUSG00000062611	15.755	13.41	24.166	26.46
2310039H08Rik	ENSMUSG00000062619	24.59	25.8	29.823	29.577
Mysm1	ENSMUSG00000062627	20.875	15.855	13.067	10.916
Ganc	ENSMUSG00000062646	8.98	4.87	3.127	4.133
Rpl7a	ENSMUSG00000062647	111.335	149.645	221.189	257.469
Ncs1	ENSMUSG00000062661	1.445	2.905	5.578	7.486
Atp5g2	ENSMUSG00000062683	35.575	38.395	38.994	43.31
Cebpzos	ENSMUSG00000062691	15.125	20.36	26.104	26.577
Cav3	ENSMUSG00000062694	1.205	3.875	14.266	20.663
9430002A10Rik	ENSMUSG00000062704	0.095	0.555	0.0	0.563
Sim2	ENSMUSG00000062713	1.755	0.855	1.518	2.224
Hist1h2bk	ENSMUSG00000062727	0.135	0.0	1.252	1.562
Ppox	ENSMUSG00000062729	14.68	16.995	15.808	18.112
Zfp677	ENSMUSG00000062743	0.675	5.35	3.44	2.884
AI413582	ENSMUSG00000062753	5.95	22.775	18.778	19.191
1810041L15Rik	ENSMUSG00000062760	0.12	0.01	2.491	3.09
Zfp512	ENSMUSG00000062761	12.19	10.225	11.662	11.905
Ei24	ENSMUSG00000062762	55.18	67.705	48.558	62.248
Zfp599	ENSMUSG00000062794	0.315	0.0	0.862	0.586
Hikeshi	ENSMUSG00000062797	58.92	67.78	69.8	85.608
4833420G17Rik	ENSMUSG00000062822	19.93	13.865	15.811	13.79
Actg1	ENSMUSG00000062825	1987.085	1702.545	2275.729	2292.275
Gm14176	ENSMUSG00000062846	5.06	3.435	8.005	8.119
Zfp28	ENSMUSG00000062861	6.02	2.435	3.46	4.579
Phactr2	ENSMUSG00000062866	21.07	16.58	18.615	12.791
Impdh2	ENSMUSG00000062867	117.81	110.245	112.73	150.036
Rpl31-ps11	ENSMUSG00000062896	0.74	1.225	0.22	0.376
Klhl24	ENSMUSG00000062901	13.11	9.94	8.681	8.941
Hdac10	ENSMUSG00000062906	3.7	6.885	5.348	6.19
Acadm	ENSMUSG00000062908	47.16	48.305	37.909	41.002
Cfl2	ENSMUSG00000062929	100.225	154.54	138.771	141.682
Zfp938	ENSMUSG00000062931	13.66	12.025	12.421	8.472
Gm10123	ENSMUSG00000062933	933.62	1050.3	1397.251	1588.34
Mtap	ENSMUSG00000062937	15.48	13.405	35.804	48.558
Stat4	ENSMUSG00000062939	0.565	2.025	0.283	0.653
9130023H24Rik	ENSMUSG00000062944	2.055	1.445	1.339	1.362
Atp11c	ENSMUSG00000062949	10.6	9.635	9.061	8.075
Kdr	ENSMUSG00000062960	36.785	27.555	36.76	25.268
Ufc1	ENSMUSG00000062963	39.965	53.39	72.537	68.178
Cped1	ENSMUSG00000062980	16.31	12.955	11.462	8.778
Mrpl42	ENSMUSG00000062981	160.28	204.85	305.544	358.638
Nrg1	ENSMUSG00000062991	0.075	0.28	1.558	2.731
Ica1	ENSMUSG00000062995	10.87	6.885	11.482	6.23
Rpl35	ENSMUSG00000062997	206.155	180.1	195.571	238.791
Msln	ENSMUSG00000063011	1.54	1.945	12.058	12.461
Ccni	ENSMUSG00000063015	167.29	165.755	129.267	101.638
2010204K13Rik	ENSMUSG00000063018	12.495	6.68	14.016	20.643
Manbal	ENSMUSG00000063019	19.445	24.84	24.116	26.314
Hist1h2ak	ENSMUSG00000063021	0.1	0.21	0.583	0.333
Zfp780b	ENSMUSG00000063047	2.675	1.915	2.431	2.078
Ing2	ENSMUSG00000063049	12.515	12.675	14.409	20.936
Lrrc40	ENSMUSG00000063052	17.615	11.99	19.417	22.807
Sox7	ENSMUSG00000063060	19.93	22.44	32.8	32.847
Ctnna2	ENSMUSG00000063063	0.1	0.07	1.528	1.032
Mapk3	ENSMUSG00000063065	43.13	68.245	41.052	49.038
Kif1b	ENSMUSG00000063077	21.14	18.19	14.995	18.062
Gm10125	ENSMUSG00000063087	1.2	1.45	1.212	0.929
Klk1b8	ENSMUSG00000063089	0.76	0.0	0.137	0.06
Zfp26	ENSMUSG00000063108	4.885	5.73	6.347	8.052
Kcnma1	ENSMUSG00000063142	11.55	8.005	7.199	5.861
Bbs5	ENSMUSG00000063145	12.445	18.4	26.943	20.566
Clip2	ENSMUSG00000063146	1.085	1.065	0.48	0.579
Numbl	ENSMUSG00000063160	4.65	6.53	6.613	9.51
Rps4l	ENSMUSG00000063171	16.115	32.725	26.78	24.962
Hspb11	ENSMUSG00000063172	29.105	36.05	43.094	30.4
Pstk	ENSMUSG00000063179	27.85	24.835	40.699	31.562
Gm10126	ENSMUSG00000063180	0.0	0.0	0.699	0.0
Cd300lb	ENSMUSG00000063193	0.01	0.22	5.368	8.325
Nol7	ENSMUSG00000063200	43.235	44.915	47.915	50.246
Ldha	ENSMUSG00000063229	298.1	443.4	865.424	1172.959
Ptpmt1	ENSMUSG00000063235	31.91	32.685	29.474	40.123
1110038F14Rik	ENSMUSG00000063236	16.895	16.64	26.79	25.548
Zfp993	ENSMUSG00000063245	0.62	3.425	1.399	1.635
Scoc	ENSMUSG00000063253	135.955	154.635	156.88	120.693
Parp10	ENSMUSG00000063268	3.48	3.81	4.569	5.541
Naa15	ENSMUSG00000063273	106.065	78.195	93.866	84.039
Hacd1	ENSMUSG00000063275	49.36	45.67	161.059	155.298
Zfp35	ENSMUSG00000063281	8.565	8.845	14.459	16.004
Gm8995	ENSMUSG00000063286	8.645	11.53	5.601	5.934
Tmem117	ENSMUSG00000063296	8.225	5.025	2.174	1.215
Luzp2	ENSMUSG00000063297	6.915	10.975	1.149	2.291
Gm12657	ENSMUSG00000063314	0.25	1.685	1.965	2.088
Rpl27	ENSMUSG00000063316	65.41	70.14	119.294	146.703
Usp31	ENSMUSG00000063317	1.62	1.54	1.805	2.794
1190007I07Rik	ENSMUSG00000063320	4.04	3.825	8.019	8.721
Krr1	ENSMUSG00000063334	14.155	11.33	15.957	21.482
Slc39a4	ENSMUSG00000063354	0.665	0.17	0.1	0.157
Mapk1	ENSMUSG00000063358	69.555	65.84	72.567	83.12
Alg11	ENSMUSG00000063362	4.07	3.415	3.363	3.75
3300002I08Rik	ENSMUSG00000063364	4.425	5.12	5.245	2.201
Zfp947	ENSMUSG00000063383	0.595	1.07	1.545	1.195
BC023105	ENSMUSG00000063388	1.585	4.655	2.481	2.637
Tmed5	ENSMUSG00000063406	32.705	31.855	29.494	26.454
Stk24	ENSMUSG00000063410	2.32	1.705	1.805	2.038
Gm10131	ENSMUSG00000063412	35.085	56.2	121.242	146.011
Cyp26b1	ENSMUSG00000063415	1.9	0.76	0.163	0.18
Ddo	ENSMUSG00000063428	1.75	1.525	1.189	0.676
B9d2	ENSMUSG00000063439	11.345	22.725	22.161	21.881
Gm7117	ENSMUSG00000063442	1.275	1.155	1.905	0.929
Nmral1	ENSMUSG00000063445	3.23	2.335	8.671	13.62
Syne2	ENSMUSG00000063450	27.44	28.34	14.765	13.889
Rps15	ENSMUSG00000063457	219.66	286.45	392.84	468.481
1700112E06Rik	ENSMUSG00000063458	2.79	1.885	0.413	0.373
Nhp2l1	ENSMUSG00000063480	244.355	223.865	232.724	242.258
Zkscan7	ENSMUSG00000063488	0.42	0.42	0.43	0.436
Arhgap22	ENSMUSG00000063506	1.79	6.45	42.697	53.686
Snrnp70	ENSMUSG00000063511	58.245	47.565	59.87	72.707
Eno1	ENSMUSG00000063524	176.985	229.28	807.718	1183.332
Stmnd1	ENSMUSG00000063529	4.05	0.56	1.335	0.589
Sema3e	ENSMUSG00000063531	5.72	10.64	1.335	3.523
Gm5616	ENSMUSG00000063543	3.255	6.645	11.039	6.177
Nup98	ENSMUSG00000063550	41.575	30.445	25.108	30.576
Gm10132	ENSMUSG00000063556	2.835	3.24	3.989	4.599
Aox1	ENSMUSG00000063558	3.86	3.83	2.278	1.745
Col23a1	ENSMUSG00000063564	1.735	0.435	0.939	0.889
Jazf1	ENSMUSG00000063568	6.135	5.225	4.525	2.711
Klhdc3	ENSMUSG00000063576	12.65	19.695	25.784	26.061
